ID;FLAG_INTRUSO_DETECTADO;FLAG_IP_EXTRANJERA;MINUTOS_CONEXION;N_CONEXION_U3M
5150;0;0;7;1
5151;1;0;12;12
5152;0;1;12;3
5153;1;0;9;5
5154;0;0;12;5
5155;0;0;8;2
5156;0;0;12;2
5157;0;1;11;12
5158;0;0;12;5
5159;0;0;12;15
5160;0;1;9;4
5161;0;1;15;15
5162;1;0;13;8
5163;1;1;8;18
5164;0;0;15;13
5165;0;1;10;6
5166;0;0;14;3
5167;0;0;15;11
5168;1;1;7;13
5169;1;1;7;11
5170;1;0;12;6
5171;0;0;13;12
5172;0;0;15;2
5173;0;0;9;10
5174;0;0;12;11
5175;0;0;15;18
5176;0;0;8;14
5177;0;0;14;11
5178;1;1;12;1
5179;0;1;8;5
5180;0;0;11;9
5181;1;1;10;11
5182;0;1;13;18
5183;0;1;12;11
5184;0;0;10;15
5185;0;1;15;12
5186;0;0;12;10
5187;0;0;10;6
5188;1;1;8;10
5189;0;0;7;13
5190;1;1;11;2
5191;0;0;11;13
5192;1;0;8;15
5193;0;0;10;12
5194;0;0;14;6
5195;0;0;11;12
5196;0;0;8;8
5197;0;1;11;18
5198;1;0;7;10
5199;1;1;8;12
5200;0;0;8;15
5201;0;1;13;11
5202;0;0;14;9
5203;0;0;10;13
5204;0;0;9;7
5205;0;0;10;11
5206;1;1;10;3
5207;0;0;12;5
5208;0;0;14;18
5209;0;0;10;14
5210;0;0;14;1
5211;0;0;8;13
5212;0;1;9;16
5213;0;1;7;11
5214;0;0;15;15
5215;0;0;10;12
5216;1;0;10;18
5217;0;1;15;16
5218;0;0;12;19
5219;0;1;13;3
5220;0;0;15;12
5221;1;1;12;9
5222;0;1;8;18
5223;0;0;12;7
5224;0;0;10;5
5225;0;0;12;13
5226;1;1;10;19
5227;0;1;7;9
5228;0;0;8;6
5229;0;1;14;20
5230;1;1;14;0
5231;1;1;9;7
5232;0;1;8;17
5233;0;0;8;8
5234;0;0;12;14
5235;1;1;13;4
5236;1;0;12;16
5237;1;0;13;6
5238;1;0;8;9
5239;1;1;11;20
5240;0;0;7;15
5241;1;1;11;3
5242;0;0;7;13
5243;1;1;8;13
5244;0;1;13;13
5245;0;0;10;17
5246;1;1;9;14
5247;1;1;9;3
5248;0;0;11;15
5249;1;1;11;11
5250;0;0;7;1
5251;1;0;12;12
5252;0;1;12;3
5253;1;0;9;5
5254;0;0;12;5
5255;0;0;8;2
5256;0;0;12;2
5257;0;1;11;12
5258;0;0;12;5
5259;0;0;12;15
5260;0;1;9;4
5261;0;1;15;15
5262;1;0;13;8
5263;1;1;8;18
5264;0;0;15;13
5265;0;1;10;6
5266;0;0;14;3
5267;0;0;15;11
5268;1;1;7;13
5269;1;1;7;11
5270;1;0;12;6
5271;0;0;13;12
5272;0;0;15;2
5273;0;0;9;10
5274;0;0;12;11
5275;0;0;15;18
5276;0;0;8;14
5277;0;0;14;11
5278;1;1;12;1
5279;0;1;8;5
5280;0;0;11;9
5281;1;1;10;11
5282;0;1;13;18
5283;0;1;12;11
5284;0;0;10;15
5285;0;1;15;12
5286;0;0;12;10
5287;0;0;10;6
5288;1;1;8;10
5289;0;0;7;13
5290;1;1;11;2
5291;0;0;11;13
5292;1;0;8;15
5293;0;0;10;12
5294;0;0;14;6
5295;0;0;11;12
5296;0;0;8;8
5297;0;1;11;18
5298;1;0;7;10
5299;1;1;8;12
5300;0;0;8;15
5301;0;1;13;11
5302;0;0;14;9
5303;0;0;10;13
5304;0;0;9;7
5305;0;0;10;11
5306;1;1;10;3
5307;0;0;12;5
5308;0;0;14;18
5309;0;0;10;14
5310;0;0;14;1
5311;0;0;8;13
5312;0;1;9;16
5313;0;1;7;11
5314;0;0;15;15
5315;0;0;10;12
5316;1;0;10;18
5317;0;1;15;16
5318;0;0;12;19
5319;0;1;13;3
5320;0;0;15;12
5321;1;1;12;9
5322;0;1;8;18
5323;0;0;12;7
5324;0;0;10;5
5325;0;0;12;13
5326;1;1;10;19
5327;0;1;7;9
5328;0;0;8;6
5329;0;1;14;20
5330;1;1;14;0
5331;1;1;9;7
5332;0;1;8;17
5333;0;0;8;8
5334;0;0;12;14
5335;1;1;13;4
5336;1;0;12;16
5337;1;0;13;6
5338;1;0;8;9
5339;1;1;11;20
5340;0;0;7;15
5341;1;1;11;3
5342;0;0;7;13
5343;1;1;8;13
5344;0;1;13;13
5345;0;0;10;17
5346;1;1;9;14
5347;1;1;9;3
5348;0;0;11;15
5349;1;1;11;11
5350;0;0;7;1
5351;1;0;12;12
5352;0;1;12;3
5353;1;0;9;5
5354;0;0;12;5
5355;0;0;8;2
5356;0;0;12;2
5357;0;1;11;12
5358;0;0;12;5
5359;0;0;12;15
5360;0;1;9;4
5361;0;1;15;15
5362;1;0;13;8
5363;1;1;8;18
5364;0;0;15;13
5365;0;1;10;6
5366;0;0;14;3
5367;0;0;15;11
5368;1;1;7;13
5369;1;1;7;11
5370;1;0;12;6
5371;0;0;13;12
5372;0;0;15;2
5373;0;0;9;10
5374;0;0;12;11
5375;0;0;15;18
5376;0;0;8;14
5377;0;0;14;11
5378;1;1;12;1
5379;0;1;8;5
5380;0;0;11;9
5381;1;1;10;11
5382;0;1;13;18
5383;0;1;12;11
5384;0;0;10;15
5385;0;1;15;12
5386;0;0;12;10
5387;0;0;10;6
5388;1;1;8;10
5389;0;0;7;13
5390;1;1;11;2
5391;0;0;11;13
5392;1;0;8;15
5393;0;0;10;12
5394;0;0;14;6
5395;0;0;11;12
5396;0;0;8;8
5397;0;1;11;18
5398;1;0;7;10
5399;1;1;8;12
5400;0;0;8;15
5401;0;1;13;11
5402;0;0;14;9
5403;0;0;10;13
5404;0;0;9;7
5405;0;0;10;11
5406;1;1;10;3
5407;0;0;12;5
5408;0;0;14;18
5409;0;0;10;14
5410;0;0;14;1
5411;0;0;8;13
5412;0;1;9;16
5413;0;1;7;11
5414;0;0;15;15
5415;0;0;10;12
5416;1;0;10;18
5417;0;1;15;16
5418;0;0;12;19
5419;0;1;13;3
5420;0;0;15;12
5421;1;1;12;9
5422;0;1;8;18
5423;0;0;12;7
5424;0;0;10;5
5425;0;0;12;13
5426;1;1;10;19
5427;0;1;7;9
5428;0;0;8;6
5429;0;1;14;20
5430;1;1;14;0
5431;1;1;9;7
5432;0;1;8;17
5433;0;0;8;8
5434;0;0;12;14
5435;1;1;13;4
5436;1;0;12;16
5437;1;0;13;6
5438;1;0;8;9
5439;1;1;11;20
5440;0;0;7;15
5441;1;1;11;3
5442;0;0;7;13
5443;1;1;8;13
5444;0;1;13;13
5445;0;0;10;17
5446;1;1;9;14
5447;1;1;9;3
5448;0;0;11;15
5449;1;1;11;11
5450;0;0;7;1
5451;1;0;12;12
5452;0;1;12;3
5453;1;0;9;5
5454;0;0;12;5
5455;0;0;8;2
5456;0;0;12;2
5457;0;1;11;12
5458;0;0;12;5
5459;0;0;12;15
5460;0;1;9;4
5461;0;1;15;15
5462;1;0;13;8
5463;1;1;8;18
5464;0;0;15;13
5465;0;1;10;6
5466;0;0;14;3
5467;0;0;15;11
5468;1;1;7;13
5469;1;1;7;11
5470;1;0;12;6
5471;0;0;13;12
5472;0;0;15;2
5473;0;0;9;10
5474;0;0;12;11
5475;0;0;15;18
5476;0;0;8;14
5477;0;0;14;11
5478;1;1;12;1
5479;0;1;8;5
5480;0;0;11;9
5481;1;1;10;11
5482;0;1;13;18
5483;0;1;12;11
5484;0;0;10;15
5485;0;1;15;12
5486;0;0;12;10
5487;0;0;10;6
5488;1;1;8;10
5489;0;0;7;13
5490;1;1;11;2
5491;0;0;11;13
5492;1;0;8;15
5493;0;0;10;12
5494;0;0;14;6
5495;0;0;11;12
5496;0;0;8;8
5497;0;1;11;18
5498;1;0;7;10
5499;1;1;8;12
5500;0;0;8;15
5501;0;1;13;11
5502;0;0;14;9
5503;0;0;10;13
5504;0;0;9;7
5505;0;0;10;11
5506;1;1;10;3
5507;0;0;12;5
5508;0;0;14;18
5509;0;0;10;14
5510;0;0;14;1
5511;0;0;8;13
5512;0;1;9;16
5513;0;1;7;11
5514;0;0;15;15
5515;0;0;10;12
5516;1;0;10;18
5517;0;1;15;16
5518;0;0;12;19
5519;0;1;13;3
5520;0;0;15;12
5521;1;1;12;9
5522;0;1;8;18
5523;0;0;12;7
5524;0;0;10;5
5525;0;0;12;13
5526;1;1;10;19
5527;0;1;7;9
5528;0;0;8;6
5529;0;1;14;20
5530;1;1;14;0
5531;1;1;9;7
5532;0;1;8;17
5533;0;0;8;8
5534;0;0;12;14
5535;1;1;13;4
5536;1;0;12;16
5537;1;0;13;6
5538;1;0;8;9
5539;1;1;11;20
5540;0;0;7;15
5541;1;1;11;3
5542;0;0;7;13
5543;1;1;8;13
5544;0;1;13;13
5545;0;0;10;17
5546;1;1;9;14
5547;1;1;9;3
5548;0;0;11;15
5549;1;1;11;11
5550;0;0;7;1
5551;1;0;12;12
5552;0;1;12;3
5553;1;0;9;5
5554;0;0;12;5
5555;0;0;8;2
5556;0;0;12;2
5557;0;1;11;12
5558;0;0;12;5
5559;0;0;12;15
5560;0;1;9;4
5561;0;1;15;15
5562;1;0;13;8
5563;1;1;8;18
5564;0;0;15;13
5565;0;1;10;6
5566;0;0;14;3
5567;0;0;15;11
5568;1;1;7;13
5569;1;1;7;11
5570;1;0;12;6
5571;0;0;13;12
5572;0;0;15;2
5573;0;0;9;10
5574;0;0;12;11
5575;0;0;15;18
5576;0;0;8;14
5577;0;0;14;11
5578;1;1;12;1
5579;0;1;8;5
5580;0;0;11;9
5581;1;1;10;11
5582;0;1;13;18
5583;0;1;12;11
5584;0;0;10;15
5585;0;1;15;12
5586;0;0;12;10
5587;0;0;10;6
5588;1;1;8;10
5589;0;0;7;13
5590;1;1;11;2
5591;0;0;11;13
5592;1;0;8;15
5593;0;0;10;12
5594;0;0;14;6
5595;0;0;11;12
5596;0;0;8;8
5597;0;1;11;18
5598;1;0;7;10
5599;1;1;8;12
5600;0;0;8;15
5601;0;1;13;11
5602;0;0;14;9
5603;0;0;10;13
5604;0;0;9;7
5605;0;0;10;11
5606;1;1;10;3
5607;0;0;12;5
5608;0;0;14;18
5609;0;0;10;14
5610;0;0;14;1
5611;0;0;8;13
5612;0;1;9;16
5613;0;1;7;11
5614;0;0;15;15
5615;0;0;10;12
5616;1;0;10;18
5617;0;1;15;16
5618;0;0;12;19
5619;0;1;13;3
5620;0;0;15;12
5621;1;1;12;9
5622;0;1;8;18
5623;0;0;12;7
5624;0;0;10;5
5625;0;0;12;13
5626;1;1;10;19
5627;0;1;7;9
5628;0;0;8;6
5629;0;1;14;20
5630;1;1;14;0
5631;1;1;9;7
5632;0;1;8;17
5633;0;0;8;8
5634;0;0;12;14
5635;1;1;13;4
5636;1;0;12;16
5637;1;0;13;6
5638;1;0;8;9
5639;1;1;11;20
5640;0;0;7;15
5641;1;1;11;3
5642;0;0;7;13
5643;1;1;8;13
5644;0;1;13;13
5645;0;0;10;17
5646;1;1;9;14
5647;1;1;9;3
5648;0;0;11;15
5649;1;1;11;11
5650;0;0;7;1
5651;1;0;12;12
5652;0;1;12;3
5653;1;0;9;5
5654;0;0;12;5
5655;0;0;8;2
5656;0;0;12;2
5657;0;1;11;12
5658;0;0;12;5
5659;0;0;12;15
5660;0;1;9;4
5661;0;1;15;15
5662;1;0;13;8
5663;1;1;8;18
5664;0;0;15;13
5665;0;1;10;6
5666;0;0;14;3
5667;0;0;15;11
5668;1;1;7;13
5669;1;1;7;11
5670;1;0;12;6
5671;0;0;13;12
5672;0;0;15;2
5673;0;0;9;10
5674;0;0;12;11
5675;0;0;15;18
5676;0;0;8;14
5677;0;0;14;11
5678;1;1;12;1
5679;0;1;8;5
5680;0;0;11;9
5681;1;1;10;11
5682;0;1;13;18
5683;0;1;12;11
5684;0;0;10;15
5685;0;1;15;12
5686;0;0;12;10
5687;0;0;10;6
5688;1;1;8;10
5689;0;0;7;13
5690;1;1;11;2
5691;0;0;11;13
5692;1;0;8;15
5693;0;0;10;12
5694;0;0;14;6
5695;0;0;11;12
5696;0;0;8;8
5697;0;1;11;18
5698;1;0;7;10
5699;1;1;8;12
5700;0;0;8;15
5701;0;1;13;11
5702;0;0;14;9
5703;0;0;10;13
5704;0;0;9;7
5705;0;0;10;11
5706;1;1;10;3
5707;0;0;12;5
5708;0;0;14;18
5709;0;0;10;14
5710;0;0;14;1
5711;0;0;8;13
5712;0;1;9;16
5713;0;1;7;11
5714;0;0;15;15
5715;0;0;10;12
5716;1;0;10;18
5717;0;1;15;16
5718;0;0;12;19
5719;0;1;13;3
5720;0;0;15;12
5721;1;1;12;9
5722;0;1;8;18
5723;0;0;12;7
5724;0;0;10;5
5725;0;0;12;13
5726;1;1;10;19
5727;0;1;7;9
5728;0;0;8;6
5729;0;1;14;20
5730;1;1;14;0
5731;1;1;9;7
5732;0;1;8;17
5733;0;0;8;8
5734;0;0;12;14
5735;1;1;13;4
5736;1;0;12;16
5737;1;0;13;6
5738;1;0;8;9
5739;1;1;11;20
5740;0;0;7;15
5741;1;1;11;3
5742;0;0;7;13
5743;1;1;8;13
5744;0;1;13;13
5745;0;0;10;17
5746;1;1;9;14
5747;1;1;9;3
5748;0;0;11;15
5749;1;1;11;11
5750;0;0;7;1
5751;1;0;12;12
5752;0;1;12;3
5753;1;0;9;5
5754;0;0;12;5
5755;0;0;8;2
5756;0;0;12;2
5757;0;1;11;12
5758;0;0;12;5
5759;0;0;12;15
5760;0;1;9;4
5761;0;1;15;15
5762;1;0;13;8
5763;1;1;8;18
5764;0;0;15;13
5765;0;1;10;6
5766;0;0;14;3
5767;0;0;15;11
5768;1;1;7;13
5769;1;1;7;11
5770;1;0;12;6
5771;0;0;13;12
5772;0;0;15;2
5773;0;0;9;10
5774;0;0;12;11
5775;0;0;15;18
5776;0;0;8;14
5777;0;0;14;11
5778;1;1;12;1
5779;0;1;8;5
5780;0;0;11;9
5781;1;1;10;11
5782;0;1;13;18
5783;0;1;12;11
5784;0;0;10;15
5785;0;1;15;12
5786;0;0;12;10
5787;0;0;10;6
5788;1;1;8;10
5789;0;0;7;13
5790;1;1;11;2
5791;0;0;11;13
5792;1;0;8;15
5793;0;0;10;12
5794;0;0;14;6
5795;0;0;11;12
5796;0;0;8;8
5797;0;1;11;18
5798;1;0;7;10
5799;1;1;8;12
5800;0;0;8;15
5801;0;1;13;11
5802;0;0;14;9
5803;0;0;10;13
5804;0;0;9;7
5805;0;0;10;11
5806;1;1;10;3
5807;0;0;12;5
5808;0;0;14;18
5809;0;0;10;14
5810;0;0;14;1
5811;0;0;8;13
5812;0;1;9;16
5813;0;1;7;11
5814;0;0;15;15
5815;0;0;10;12
5816;1;0;10;18
5817;0;1;15;16
5818;0;0;12;19
5819;0;1;13;3
5820;0;0;15;12
5821;1;1;12;9
5822;0;1;8;18
5823;0;0;12;7
5824;0;0;10;5
5825;0;0;12;13
5826;1;1;10;19
5827;0;1;7;9
5828;0;0;8;6
5829;0;1;14;20
5830;1;1;14;0
5831;1;1;9;7
5832;0;1;8;17
5833;0;0;8;8
5834;0;0;12;14
5835;1;1;13;4
5836;1;0;12;16
5837;1;0;13;6
5838;1;0;8;9
5839;1;1;11;20
5840;0;0;7;15
5841;1;1;11;3
5842;0;0;7;13
5843;1;1;8;13
5844;0;1;13;13
5845;0;0;10;17
5846;1;1;9;14
5847;1;1;9;3
5848;0;0;11;15
5849;1;1;11;11
5850;0;0;7;1
5851;1;0;12;12
5852;0;1;12;3
5853;1;0;9;5
5854;0;0;12;5
5855;0;0;8;2
5856;0;0;12;2
5857;0;1;11;12
5858;0;0;12;5
5859;0;0;12;15
5860;0;1;9;4
5861;0;1;15;15
5862;1;0;13;8
5863;1;1;8;18
5864;0;0;15;13
5865;0;1;10;6
5866;0;0;14;3
5867;0;0;15;11
5868;1;1;7;13
5869;1;1;7;11
5870;1;0;12;6
5871;0;0;13;12
5872;0;0;15;2
5873;0;0;9;10
5874;0;0;12;11
5875;0;0;15;18
5876;0;0;8;14
5877;0;0;14;11
5878;1;1;12;1
5879;0;1;8;5
5880;0;0;11;9
5881;1;1;10;11
5882;0;1;13;18
5883;0;1;12;11
5884;0;0;10;15
5885;0;1;15;12
5886;0;0;12;10
5887;0;0;10;6
5888;1;1;8;10
5889;0;0;7;13
5890;1;1;11;2
5891;0;0;11;13
5892;1;0;8;15
5893;0;0;10;12
5894;0;0;14;6
5895;0;0;11;12
5896;0;0;8;8
5897;0;1;11;18
5898;1;0;7;10
5899;1;1;8;12
5900;0;0;8;15
5901;0;1;13;11
5902;0;0;14;9
5903;0;0;10;13
5904;0;0;9;7
5905;0;0;10;11
5906;1;1;10;3
5907;0;0;12;5
5908;0;0;14;18
5909;0;0;10;14
5910;0;0;14;1
5911;0;0;8;13
5912;0;1;9;16
5913;0;1;7;11
5914;0;0;15;15
5915;0;0;10;12
5916;1;0;10;18
5917;0;1;15;16
5918;0;0;12;19
5919;0;1;13;3
5920;0;0;15;12
5921;1;1;12;9
5922;0;1;8;18
5923;0;0;12;7
5924;0;0;10;5
5925;0;0;12;13
5926;1;1;10;19
5927;0;1;7;9
5928;0;0;8;6
5929;0;1;14;20
5930;1;1;14;0
5931;1;1;9;7
5932;0;1;8;17
5933;0;0;8;8
5934;0;0;12;14
5935;1;1;13;4
5936;1;0;12;16
5937;1;0;13;6
5938;1;0;8;9
5939;1;1;11;20
5940;0;0;7;15
5941;1;1;11;3
5942;0;0;7;13
5943;1;1;8;13
5944;0;1;13;13
5945;0;0;10;17
5946;1;1;9;14
5947;1;1;9;3
5948;0;0;11;15
5949;1;1;11;11
5950;0;0;7;1
5951;1;0;12;12
5952;0;1;12;3
5953;1;0;9;5
5954;0;0;12;5
5955;0;0;8;2
5956;0;0;12;2
5957;0;1;11;12
5958;0;0;12;5
5959;0;0;12;15
5960;0;1;9;4
5961;0;1;15;15
5962;1;0;13;8
5963;1;1;8;18
5964;0;0;15;13
5965;0;1;10;6
5966;0;0;14;3
5967;0;0;15;11
5968;1;1;7;13
5969;1;1;7;11
5970;1;0;12;6
5971;0;0;13;12
5972;0;0;15;2
5973;0;0;9;10
5974;0;0;12;11
5975;0;0;15;18
5976;0;0;8;14
5977;0;0;14;11
5978;1;1;12;1
5979;0;1;8;5
5980;0;0;11;9
5981;1;1;10;11
5982;0;1;13;18
5983;0;1;12;11
5984;0;0;10;15
5985;0;1;15;12
5986;0;0;12;10
5987;0;0;10;6
5988;1;1;8;10
5989;0;0;7;13
5990;1;1;11;2
5991;0;0;11;13
5992;1;0;8;15
5993;0;0;10;12
5994;0;0;14;6
5995;0;0;11;12
5996;0;0;8;8
5997;0;1;11;18
5998;1;0;7;10
5999;1;1;8;12
6000;0;0;8;15
6001;0;1;13;11
6002;0;0;14;9
6003;0;0;10;13
6004;0;0;9;7
6005;0;0;10;11
6006;1;1;10;3
6007;0;0;12;5
6008;0;0;14;18
6009;0;0;10;14
6010;0;0;14;1
6011;0;0;8;13
6012;0;1;9;16
6013;0;1;7;11
6014;0;0;15;15
6015;0;0;10;12
6016;1;0;10;18
6017;0;1;15;16
6018;0;0;12;19
6019;0;1;13;3
6020;0;0;15;12
6021;1;1;12;9
6022;0;1;8;18
6023;0;0;12;7
6024;0;0;10;5
6025;0;0;12;13
6026;1;1;10;19
6027;0;1;7;9
6028;0;0;8;6
6029;0;1;14;20
6030;1;1;14;0
6031;1;1;9;7
6032;0;1;8;17
6033;0;0;8;8
6034;0;0;12;14
6035;1;1;13;4
6036;1;0;12;16
6037;1;0;13;6
6038;1;0;8;9
6039;1;1;11;20
6040;0;0;7;15
6041;1;1;11;3
6042;0;0;7;13
6043;1;1;8;13
6044;0;1;13;13
6045;0;0;10;17
6046;1;1;9;14
6047;1;1;9;3
6048;0;0;11;15
6049;1;1;11;11
6050;0;0;7;1
6051;1;0;12;12
6052;0;1;12;3
6053;1;0;9;5
6054;0;0;12;5
6055;0;0;8;2
6056;0;0;12;2
6057;0;1;11;12
6058;0;0;12;5
6059;0;0;12;15
6060;0;1;9;4
6061;0;1;15;15
6062;1;0;13;8
6063;1;1;8;18
6064;0;0;15;13
6065;0;1;10;6
6066;0;0;14;3
6067;0;0;15;11
6068;1;1;7;13
6069;1;1;7;11
6070;1;0;12;6
6071;0;0;13;12
6072;0;0;15;2
6073;0;0;9;10
6074;0;0;12;11
6075;0;0;15;18
6076;0;0;8;14
6077;0;0;14;11
6078;1;1;12;1
6079;0;1;8;5
6080;0;0;11;9
6081;1;1;10;11
6082;0;1;13;18
6083;0;1;12;11
6084;0;0;10;15
6085;0;1;15;12
6086;0;0;12;10
6087;0;0;10;6
6088;1;1;8;10
6089;0;0;7;13
6090;1;1;11;2
6091;0;0;11;13
6092;1;0;8;15
6093;0;0;10;12
6094;0;0;14;6
6095;0;0;11;12
6096;0;0;8;8
6097;0;1;11;18
6098;1;0;7;10
6099;1;1;8;12
6100;0;0;8;15
6101;0;1;13;11
6102;0;0;14;9
6103;0;0;10;13
6104;0;0;9;7
6105;0;0;10;11
6106;1;1;10;3
6107;0;0;12;5
6108;0;0;14;18
6109;0;0;10;14
6110;0;0;14;1
6111;0;0;8;13
6112;0;1;9;16
6113;0;1;7;11
6114;0;0;15;15
6115;0;0;10;12
6116;1;0;10;18
6117;0;1;15;16
6118;0;0;12;19
6119;0;1;13;3
6120;0;0;15;12
6121;1;1;12;9
6122;0;1;8;18
6123;0;0;12;7
6124;0;0;10;5
6125;0;0;12;13
6126;1;1;10;19
6127;0;1;7;9
6128;0;0;8;6
6129;0;1;14;20
6130;1;1;14;0
6131;1;1;9;7
6132;0;1;8;17
6133;0;0;8;8
6134;0;0;12;14
6135;1;1;13;4
6136;1;0;12;16
6137;1;0;13;6
6138;1;0;8;9
6139;1;1;11;20
6140;0;0;7;15
6141;1;1;11;3
6142;0;0;7;13
6143;1;1;8;13
6144;0;1;13;13
6145;0;0;10;17
6146;1;1;9;14
6147;1;1;9;3
6148;0;0;11;15
6149;1;1;11;11
6150;0;0;7;1
6151;1;0;12;12
6152;0;1;12;3
6153;1;0;9;5
6154;0;0;12;5
6155;0;0;8;2
6156;0;0;12;2
6157;0;1;11;12
6158;0;0;12;5
6159;0;0;12;15
6160;0;1;9;4
6161;0;1;15;15
6162;1;0;13;8
6163;1;1;8;18
6164;0;0;15;13
6165;0;1;10;6
6166;0;0;14;3
6167;0;0;15;11
6168;1;1;7;13
6169;1;1;7;11
6170;1;0;12;6
6171;0;0;13;12
6172;0;0;15;2
6173;0;0;9;10
6174;0;0;12;11
6175;0;0;15;18
6176;0;0;8;14
6177;0;0;14;11
6178;1;1;12;1
6179;0;1;8;5
6180;0;0;11;9
6181;1;1;10;11
6182;0;1;13;18
6183;0;1;12;11
6184;0;0;10;15
6185;0;1;15;12
6186;0;0;12;10
6187;0;0;10;6
6188;1;1;8;10
6189;0;0;7;13
6190;1;1;11;2
6191;0;0;11;13
6192;1;0;8;15
6193;0;0;10;12
6194;0;0;14;6
6195;0;0;11;12
6196;0;0;8;8
6197;0;1;11;18
6198;1;0;7;10
6199;1;1;8;12
6200;0;0;8;15
6201;0;1;13;11
6202;0;0;14;9
6203;0;0;10;13
6204;0;0;9;7
6205;0;0;10;11
6206;1;1;10;3
6207;0;0;12;5
6208;0;0;14;18
6209;0;0;10;14
6210;0;0;14;1
6211;0;0;8;13
6212;0;1;9;16
6213;0;1;7;11
6214;0;0;15;15
6215;0;0;10;12
6216;1;0;10;18
6217;0;1;15;16
6218;0;0;12;19
6219;0;1;13;3
6220;0;0;15;12
6221;1;1;12;9
6222;0;1;8;18
6223;0;0;12;7
6224;0;0;10;5
6225;0;0;12;13
6226;1;1;10;19
6227;0;1;7;9
6228;0;0;8;6
6229;0;1;14;20
6230;1;1;14;0
6231;1;1;9;7
6232;0;1;8;17
6233;0;0;8;8
6234;0;0;12;14
6235;1;1;13;4
6236;1;0;12;16
6237;1;0;13;6
6238;1;0;8;9
6239;1;1;11;20
6240;0;0;7;15
6241;1;1;11;3
6242;0;0;7;13
6243;1;1;8;13
6244;0;1;13;13
6245;0;0;10;17
6246;1;1;9;14
6247;1;1;9;3
6248;0;0;11;15
6249;1;1;11;11
6250;0;0;7;1
6251;1;0;12;12
6252;0;1;12;3
6253;1;0;9;5
6254;0;0;12;5
6255;0;0;8;2
6256;0;0;12;2
6257;0;1;11;12
6258;0;0;12;5
6259;0;0;12;15
6260;0;1;9;4
6261;0;1;15;15
6262;1;0;13;8
6263;1;1;8;18
6264;0;0;15;13
6265;0;1;10;6
6266;0;0;14;3
6267;0;0;15;11
6268;1;1;7;13
6269;1;1;7;11
6270;1;0;12;6
6271;0;0;13;12
6272;0;0;15;2
6273;0;0;9;10
6274;0;0;12;11
6275;0;0;15;18
6276;0;0;8;14
6277;0;0;14;11
6278;1;1;12;1
6279;0;1;8;5
6280;0;0;11;9
6281;1;1;10;11
6282;0;1;13;18
6283;0;1;12;11
6284;0;0;10;15
6285;0;1;15;12
6286;0;0;12;10
6287;0;0;10;6
6288;1;1;8;10
6289;0;0;7;13
6290;1;1;11;2
6291;0;0;11;13
6292;1;0;8;15
6293;0;0;10;12
6294;0;0;14;6
6295;0;0;11;12
6296;0;0;8;8
6297;0;1;11;18
6298;1;0;7;10
6299;1;1;8;12
6300;0;0;8;15
6301;0;1;13;11
6302;0;0;14;9
6303;0;0;10;13
6304;0;0;9;7
6305;0;0;10;11
6306;1;1;10;3
6307;0;0;12;5
6308;0;0;14;18
6309;0;0;10;14
6310;0;0;14;1
6311;0;0;8;13
6312;0;1;9;16
6313;0;1;7;11
6314;0;0;15;15
6315;0;0;10;12
6316;1;0;10;18
6317;0;1;15;16
6318;0;0;12;19
6319;0;1;13;3
6320;0;0;15;12
6321;1;1;12;9
6322;0;1;8;18
6323;0;0;12;7
6324;0;0;10;5
6325;0;0;12;13
6326;1;1;10;19
6327;0;1;7;9
6328;0;0;8;6
6329;0;1;14;20
6330;1;1;14;0
6331;1;1;9;7
6332;0;1;8;17
6333;0;0;8;8
6334;0;0;12;14
6335;1;1;13;4
6336;1;0;12;16
6337;1;0;13;6
6338;1;0;8;9
6339;1;1;11;20
6340;0;0;7;15
6341;1;1;11;3
6342;0;0;7;13
6343;1;1;8;13
6344;0;1;13;13
6345;0;0;10;17
6346;1;1;9;14
6347;1;1;9;3
6348;0;0;11;15
6349;1;1;11;11
6350;0;0;7;1
6351;1;0;12;12
6352;0;1;12;3
6353;1;0;9;5
6354;0;0;12;5
6355;0;0;8;2
6356;0;0;12;2
6357;0;1;11;12
6358;0;0;12;5
6359;0;0;12;15
6360;0;1;9;4
6361;0;1;15;15
6362;1;0;13;8
6363;1;1;8;18
6364;0;0;15;13
6365;0;1;10;6
6366;0;0;14;3
6367;0;0;15;11
6368;1;1;7;13
6369;1;1;7;11
6370;1;0;12;6
6371;0;0;13;12
6372;0;0;15;2
6373;0;0;9;10
6374;0;0;12;11
6375;0;0;15;18
6376;0;0;8;14
6377;0;0;14;11
6378;1;1;12;1
6379;0;1;8;5
6380;0;0;11;9
6381;1;1;10;11
6382;0;1;13;18
6383;0;1;12;11
6384;0;0;10;15
6385;0;1;15;12
6386;0;0;12;10
6387;0;0;10;6
6388;1;1;8;10
6389;0;0;7;13
6390;1;1;11;2
6391;0;0;11;13
6392;1;0;8;15
6393;0;0;10;12
6394;0;0;14;6
6395;0;0;11;12
6396;0;0;8;8
6397;0;1;11;18
6398;1;0;7;10
6399;1;1;8;12
6400;0;0;8;15
6401;0;1;13;11
6402;0;0;14;9
6403;0;0;10;13
6404;0;0;9;7
6405;0;0;10;11
6406;1;1;10;3
6407;0;0;12;5
6408;0;0;14;18
6409;0;0;10;14
6410;0;0;14;1
6411;0;0;8;13
6412;0;1;9;16
6413;0;1;7;11
6414;0;0;15;15
6415;0;0;10;12
